10.21 none 9.0 none 707.0 none ;
10.2 none 9.0 none 707.0 none ;
10.23 rise-end 9.0 none 707.0 none ;
10.29 none 8.0 none 707.0 none ;
10.44 rise-begin 8.0 rise-end 707.0 none ;
11.25 none 8.0 none 707.0 none ;
12.23 none 7.0 none 707.0 none ;
13.94 none 7.0 none 707.0 none ;
14.34 none 7.0 none 707.0 none ;
13.55 none 8.0 none 706.0 none ;
12.48 none 8.0 none 706.0 none ;
11.76 rise-end 8.0 none 705.0 none ;
11.22 fall-begin 8.0 none 704.0 none ;
10.68 none 9.0 none 703.0 none ;
10.51 none 9.0 none 704.0 none ;
10.46 none 11.0 none 704.0 none ;
10.42 none 13.0 none 704.0 none ;
10.38 none 16.0 rise-begin 704.0 none ;
10.35 none 20.0 none 705.0 none ;
10.33 none 28.0 none 706.0 none ;
10.31 none 36.0 none 706.0 none ;
10.29 none 45.0 none 706.0 none ;
10.27 none 56.0 none 706.0 none ;
10.27 none 74.0 none 707.0 none ;
10.29 none 83.0 none 708.0 none ;
10.3 fall-end 90.0 none 710.0 none ;
10.3 none 72.0 none 710.0 none ;
10.31 none 48.0 rise-end 711.0 none ;
10.31 none 33.0 fall-begin 711.0 none ;
10.32 none 24.0 none 711.0 none ;
10.31 none 16.0 none 712.0 none ;
10.3 none 13.0 none 712.0 none ;
10.29 none 11.0 none 712.0 none ;
10.29 none 10.0 none 712.0 none ;
10.28 none 10.0 none 712.0 none ;
10.28 none 10.0 none 712.0 none ;
10.28 none 10.0 none 713.0 none ;
10.28 none 10.0 none 717.0 none ;
10.28 none 11.0 none 720.0 none ;
10.28 none 11.0 fall-end 734.0 none ;
10.28 none 11.0 none 744.0 rise-begin ;
10.28 none 11.0 none 766.0 none ;
10.28 none 11.0 none 778.0 none ;
10.28 none 11.0 none 798.0 none ;
10.28 none 11.0 none 841.0 none ;
10.29 none 12.0 none 883.0 none ;
10.29 none 12.0 none 883.0 none ;
10.3 none 12.0 none 883.0 none ;
10.31 none 12.0 none 846.0 none ;
10.32 none 12.0 none 838.0 rise-end ;
10.32 none 13.0 none 802.0 fall-begin ;
10.33 none 13.0 none 772.0 none ;
10.34 none 14.0 none 762.0 none ;
10.35 none 14.0 none 750.0 none ;
10.35 none 15.0 none 744.0 none ;
10.36 none 15.0 none 740.0 none ;
10.36 none 15.0 none 737.0 none ;
10.37 none 16.0 none 734.0 none ;
10.38 none 18.0 none 732.0 none ;
10.39 none 18.0 none 730.0 none ;
10.4 none 19.0 none 729.0 none ;
10.42 none 19.0 none 728.0 none ;
10.43 none 20.0 none 728.0 none ;
10.43 none 21.0 none 729.0 none ;
10.43 none 23.0 none 728.0 fall-end ;
10.43 none 25.0 none 729.0 none ;
10.43 none 27.0 rise-begin 730.0 none ;
10.43 none 28.0 none 732.0 none ;
10.44 none 30.0 none 733.0 none ;
10.45 none 33.0 none 734.0 none ;
10.47 none 35.0 none 735.0 none ;
10.51 none 38.0 none 736.0 none ;
10.55 none 42.0 none 738.0 none ;
10.59 rise-begin 46.0 none 741.0 none ;
10.63 none 54.0 none 744.0 none ;
10.69 none 59.0 none 747.0 none ;
10.76 none 77.0 none 750.0 none ;
10.86 none 84.0 none 754.0 none ;
11.01 none 85.0 none 758.0 none ;
11.11 none 84.0 none 764.0 none ;
11.26 none 77.0 none 770.0 rise-begin ;
11.54 none 51.0 rise-end 777.0 none ;
11.7 none 42.0 fall-begin 782.0 none ;
11.87 none 38.0 none 790.0 none ;
12.06 none 35.0 none 801.0 none ;
12.25 none 32.0 none 804.0 none ;
12.55 none 30.0 none 809.0 none ;
12.94 none 28.0 none 811.0 none ;
13.49 none 27.0 none 811.0 none ;
13.91 none 26.0 none 810.0 none ;
14.25 none 25.0 none 806.0 none ;
14.3 none 25.0 none 800.0 rise-end ;
14.29 none 25.0 none 793.0 none ;
14.16 none 24.0 none 787.0 fall-begin ;
13.95 rise-end 24.0 none 783.0 none ;
13.8 fall-begin 24.0 none 780.0 none ;
13.59 none 25.0 none 776.0 none ;
13.26 none 25.0 fall-end 772.0 none ;
12.99 none 26.0 none 768.0 none ;
12.81 none 28.0 none 766.0 none ;
12.66 none 30.0 none 764.0 none ;
12.51 none 34.0 rise-begin 762.0 none ;
12.36 none 39.0 none 760.0 none ;
12.23 none 45.0 none 760.0 none ;
11.99 none 48.0 none 758.0 none ;
11.78 none 47.0 none 758.0 none ;
11.67 none 42.0 none 758.0 none ;
11.59 none 37.0 rise-end 761.0 none ;
11.52 none 32.0 fall-begin 764.0 fall-end ;
11.44 none 28.0 none 770.0 none ;
11.38 none 25.0 none 787.0 rise-begin ;
11.32 none 22.0 none 806.0 none ;
11.27 none 20.0 none 834.0 none ;
11.23 none 19.0 none 878.0 none ;
11.19 none 17.0 none 866.0 none ;
11.15 none 16.0 none 793.0 none ;
11.11 none 16.0 none 784.0 rise-end ;
11.05 none 15.0 none 778.0 fall-begin ;
11.0 none 15.0 none 773.0 none ;
10.97 none 15.0 none 771.0 none ;
