10.0 none 100.0 none 898.0 none ;
10.0 rise-begin 100.0 rise-begin 900.0 rise-begin ;
10.0 none 100.0 none 900.0 none ;
10.0 none 100.0 none 900.0 none ;
10.0 none 99.0 none 898.0 none ;
10.0 none 97.0 none 896.0 none ;
10.0 none 97.0 none 896.0 none ;
10.0 none 97.0 none 896.0 none ;
10.0 none 97.0 none 896.0 none ;
10.0 none 97.0 none 896.0 none ;
10.0 none 97.0 none 896.0 none ;
10.0 none 97.0 none 896.0 none ;
10.0 none 97.0 none 896.0 none ;
10.0 none 96.0 none 894.0 none ;
10.0 none 96.0 rise-end 893.0 rise-end ;
10.0 none 96.0 none 893.0 none ;
10.0 none 96.0 none 893.0 none ;
10.1 none 95.0 none 893.0 none ;
10.14 none 94.0 none 892.0 none ;
10.16 none 94.0 none 892.0 none ;
10.17 none 94.0 none 892.0 none ;
10.19 none 93.0 none 890.0 none ;
10.2 none 93.0 none 886.0 none ;
10.22 none 93.0 none 886.0 none ;
10.26 none 93.0 none 886.0 none ;
10.31 none 92.0 none 886.0 none ;
10.37 none 92.0 none 886.0 none ;
10.49 none 91.0 none 883.0 none ;
10.57 none 90.0 none 880.0 none ;
10.62 none 88.0 none 878.0 none ;
10.67 none 86.0 none 874.0 none ;
10.74 none 86.0 fall-begin 870.0 none ;
10.79 none 84.0 none 866.0 none ;
10.86 none 72.0 none 864.0 none ;
10.94 none 66.0 none 861.0 none ;
11.02 none 54.0 none 857.0 none ;
11.07 none 50.0 none 852.0 none ;
11.13 none 45.0 none 845.0 fall-begin ;
11.24 none 35.0 none 838.0 none ;
11.35 none 30.0 none 831.0 none ;
11.43 none 26.0 none 827.0 none ;
11.58 none 21.0 none 821.0 none ;
11.72 none 16.0 none 815.0 none ;
11.84 none 9.0 none 808.0 none ;
11.95 none 8.0 none 802.0 none ;
12.11 none 7.0 none 796.0 none ;
12.43 none 7.0 none 787.0 none ;
12.59 none 7.0 none 777.0 none ;
12.76 none 7.0 none 772.0 none ;
12.93 none 10.0 none 766.0 none ;
13.08 none 14.0 fall-end 760.0 none ;
13.26 none 22.0 rise-begin 754.0 none ;
13.44 none 27.0 none 746.0 none ;
13.6 none 30.0 none 742.0 none ;
13.74 none 34.0 none 735.0 none ;
13.91 none 52.0 none 728.0 none ;
14.02 none 61.0 none 722.0 none ;
14.18 none 66.0 none 715.0 none ;
14.38 none 84.0 none 709.0 none ;
14.44 none 88.0 none 707.0 none ;
